本文,Level,尊敬語,謙譲語,丁寧語,フィールド
本気ですか？戯れないでください。,3,0,0,1,態度
惚けるのも、いいかげんにしてください。,3,0,0,1,態度
あなたは乗せるのが上手いから、まいってしまいます。,3,0,0,1,態度
お酒の席だからって、ふざけないでください。,3,0,0,1,態度
昨夜はかなり乱れたようね。何かあったのですか？,3,0,0,1,態度
あなたのそんな挑発になんか、乗るもんですか。,3,0,0,1,態度
あなたはいつもそんな言い方で挑発するのね。,3,0,0,1,態度
二代目は、健康に気にしないので、身体を壊してしまいました。,3,0,0,1,態度
羽目を外すのも、程ほどにしてください。,3,0,0,1,態度
あなたって、嘘をつくのが、ほんとに下手ですね。,3,0,0,1,態度
そんな噂を流したのは、誰かしら？,3,0,0,1,態度
そろそろ年貢を納めたら？噂ですよ。,3,0,0,1,態度
誰の噂してたのですか？あんたの噂するなんてとんでもないです。,3,0,0,1,態度
あの人は、ほんとに口が軽いんですから。,3,0,0,1,態度
本当にあなたは口が悪い人ですね。,3,0,0,1,態度
あの口振りでは、例の件は無理ですね。,3,0,0,1,態度
芝居が上手ですね。下手な芝居はやめたら？,3,0,0,1,態度
またそんな上手ばっかり。話をすりかえるのが上手ですね。,3,0,0,1,態度
また私を騙すのね？,3,0,0,0,態度
まあ、冗談ばっかり。冗談を。褒めても何も出ませんよ。,3,0,0,1,態度
まあ、辛辣ねえ。なかなか、辛辣ですねえ。,3,0,0,1,態度
いつもあなたは、言葉を濁してばかりなんですから。,3,0,0,1,態度
全然、怒りの口調ではなかったですよ。,3,0,0,1,態度
クラス会ではお国言葉が飛び交って、賑やかでしたね。,3,0,0,1,態度
よかったら、私がお相手しましょうか,3,0,0,1,席
この席空いてますよ。こちらにどうですか？,3,0,0,1,席
こちらの席に来ませんか？,3,0,0,1,席
明るい窓際に机を移しましょうか？,3,0,0,1,席
くつろいでいるところすみません。,3,0,0,1,席
私のような者が入ってよいですか？,3,0,0,1,席
お邪魔ですか？まあ、あだ花ってことでご容赦ください,3,0,0,1,席
お話し中に、失礼します。,3,0,0,1,席
お待たせしてすみません。/お待たせしました。,3,0,0,1,席
ごめんなさい。もう少しお待ちください。,3,0,0,1,席
こちらご相席してもいいですか？,3,0,0,1,席
この席でご一緒していいですか？,3,0,0,1,席
すみません、少し席を外します。,3,0,0,1,席
すみません、ソースを回してもらえませんか？,3,0,0,1,席
すみません。席を詰めていただけませんか？,3,0,0,1,席
仲人さんとは十分打ち合わせされました？,3,0,0,1,相談
明日の件ですが、打ち合わせされてますか？,3,0,0,1,相談
打ち合わせするのに少し時間をもらえませんか？,3,0,0,1,相談
いろいろご存じと思いますので、知恵を貸していただけないでしょうか。,3,0,0,1,相談
知っていたら教えていただけないでしょうか。,3,0,0,1,相談
このプロジェクトは、本社に打診してみたらどうでしょう,3,0,0,1,相談
相続のことは家族でじっくり話した方がいいですよ,3,0,0,1,相談
リーダー同士で夜更けまで話し合いしてましたよ,3,0,0,1,相談
その件については十分にお話し合いしてください,3,0,0,1,相談
十分に協議したんですね。その結果でしたらそうしましょう。,3,0,0,1,相談
部長はこの商談に乗り気ではないようです。,3,0,0,1,相談
今日は相談したいことがあったため、来ました。,3,0,1,0,相談
進路についての相談でしたら、あの先生が良いと思います。,3,0,0,1,相談
何かアドバイスはありますか？,3,0,0,1,相談
今後については二人で話し合ったほうが良いと思います。,3,0,0,1,相談
これ、頂き物なんですが、ひとつどうぞ。,3,0,0,1,贈答
口に合うかどうかわからないですが、ひとつどうですか？,3,0,0,1,贈答
これも何かの縁ですから、どうぞ。,3,0,0,1,贈答
これ作ってきたのですが、よければみなさまで,3,0,0,1,贈答
近所で評判なんですよ。ひとついかがですか？,3,0,0,1,贈答
おすそ分けです。いかがですか？,3,0,0,1,贈答
気持ちばかりですがおひとついかがですか。,3,0,0,1,贈答
お受け取りいただけましたら幸いです。,3,0,0,1,贈答
記念品ですお受け取り下さい。,3,0,0,1,贈答
生牡蠣を送りましたどうぞ食べてください。,3,0,0,1,贈答
記念誌です。ぜひご覧ください,3,0,0,1,贈答
ささやかですがお礼の品を受け取ってください。,3,0,0,1,贈答
来館の記念に粗品をどうぞ。,3,0,0,0,贈答
気持ちばかりですが受け取ってください。,3,0,0,1,贈答
高価なものをいただいてよいのですか？,3,0,0,1,贈答
珍しいものをお送りいただき、ありがとうございます。,3,0,0,1,贈答
私にはもったいないかと思いますが、ありがたくいただきます。,3,0,0,1,贈答
車椅子を送りいただき、ありがとうございます。,3,0,0,1,贈答
それでは、来賓の先生にお言葉を賜りたいと思います。,3,0,0,1,贈答
ではお言葉に甘えて、ありがたくいただきます。,3,0,0,1,贈答
それでは、お気持ちだけいただきます。,3,0,0,1,贈答
贈り物をいただき、とてもうれしいです。,3,0,0,0,贈答
お言葉に甘えて、いただきます。,3,0,0,1,贈答
お祝いをいただき、ありがとうございます。,3,0,0,1,贈答
私はいくつもらえつのでしょう？,3,0,0,0,贈答
先日はどうもありがとうございました,3,0,0,1,贈答
おこぼれに預かるのは醜いですね。,3,0,0,0,贈答
おまけに惹かれて、購入してしまいました。,3,0,0,1,贈答
もし作品が余ったら、ひとつ譲っていただけないでしょうか？,3,0,0,1,贈答
奥様の誕生日にダイヤモンドをあげたそうですね。,3,0,0,1,贈答
娘さんに歌舞伎のチケットをあげたのですか？,3,0,0,1,贈答
息子さんには、もう十分にお与えになったんじゃないですか？,3,0,0,1,贈答
お誕生日に、私のかいた詩をお贈りします。,3,0,0,1,贈答
どなたに贈り物をするのですか？,3,0,0,1,贈答
騙されているのも知らず、お貢ぎになったのですね。,3,0,0,1,贈答
お礼です、どうか受け取って下さい。,3,0,0,0,贈答
お返しの品は何にするのですか？/お返しは遠慮させていただきます。,3,0,1,0,贈答
自作の茶碗ですが、贈呈します。,3,0,1,0,贈答
当社は毎週最新情報をご提供します。,3,0,1,0,贈答
文化財保護に私財を提供したそうですね。,3,1,0,0,贈答
お世話になったお礼に、何か差し上げたいです。,3,0,0,1,贈答
新築のお祝いに掛け軸を送ったのですか？,3,0,0,1,贈答
データベースを見るときは次のことに注意してくださいね。,3,0,0,1,見る
式場を下見に行ったほうが良いと思いますよ。,3,0,0,1,見る
専務、契約書にお目通しください。,3,0,1,1,見る
この町の祭りをぜひ見てくださいね。,3,0,0,1,見る
前の方で見るなら、水しぶきに注意してくださいね。,3,0,0,1,見る
初めての人はファイルを回覧してくださいね。,3,0,0,0,見る
みんなで資料を回覧してくださいね。,3,0,0,0,見る
他人に見せるほどのものじゃないです。,3,0,0,1,見る
お母さんに見せたら？多分喜ばれますよ。,3,0,0,0,見る
普段は見せないものだけど、特別に見せてあげますね。,3,0,0,0,見る
一度観てから、その上で批判してほしいです。,3,0,0,1,見る
じゃあどうぞ、収支決算書を見てください。,3,0,0,1,見る
桃山時代の茶碗を、皆に見せたいと思います。,3,0,0,1,見る
あまり詳しくは無いけれど、研究の一部を見せてあげますね。,3,0,0,1,見る
下手な絵なんだよね。見せられるようなものじゃないです。,3,0,0,1,見る
その計画は、会長さんに任せましょう。,3,0,0,1,任せる
その件は、担当課長に一任したらいいんじゃないですか。,3,0,0,1,任せる
議長に委任すればいいんじゃないですかな？,3,0,0,1,任せる
息子さんに会社を託されますか？,3,0,0,1,任せる
この件は、友人に託したほうが良いと思いますよ。,3,0,0,1,任せる
板前さん、お任せで、お願いですね。,3,0,0,1,任せる
この件は、君に任せますよ。,3,0,0,1,任せる
分かったよ。この場は僕に任せてくれませんか。,3,0,0,1,任せる
弟さんに店を譲ったんですって？,3,0,0,1,任せる
社長は思い切って権限を委ねたそうですね。,3,0,0,1,任せる
土地建物の権利を、長男さんに譲ったんですって？,3,0,0,1,任せる
その条件でなら、請けますよ。,3,0,0,1,任せる
そんなギャラで、よく請けましたね。,3,0,0,1,任せる
新サービスは、四月から扱います。,3,0,0,1,任せる
この仕事、喜んで引き受けますよ。,3,0,0,1,任せる
どうしたのですか。,3,0,0,1,待つ
お待たせしてすみません。,3,0,0,1,待つ
誰かと待ち合わせですか？,3,0,0,1,待つ
先生が先ほどから、待ってますよ。,3,0,0,1,待つ
ただいま審議中です。しばらくお待ちください。,3,0,0,1,待つ
連絡いただくまで、ロビーで待っています。,3,0,0,1,待つ
すぐに戻ると思いますが、待っていますか？,3,0,0,1,待つ
お待たせしました。うな丼です。お待たせしました。待ちましたか？,3,0,0,1,待つ
お待たせしました。皆さん、ずいぶん、早いですね。,3,0,0,1,待つ
どうぞ座って待っていてください。主人はすぐに来ます。,3,0,0,1,待つ
はい、ただ今、お届けします。,3,0,1,0,待つ
今、取り込んでますので、少し待っていただけますか。,3,0,1,0,待つ
間に合いませんで、この度は失礼しました。,3,0,0,1,待つ
遅くなりすみません。酷い渋滞に巻き込まれてしまいまして。,3,0,0,1,待つ
大変遅くなりまして、すぐに支度してきます。,3,0,0,1,待つ
今からお店の方に行ってもいいですか？,3,0,0,1,店
当店のオーガニック野菜料理を楽しんでください。,3,0,0,1,店
いつも我々の店を利用してくださって、ありがとうございます。,3,0,0,1,店
あなたの店の心のこもった接客サービスは、大変勉強になります。,3,0,0,1,店
職人は弱い立場ですから、お店には何も言えないですよ,3,0,0,1,店
ご主人はどちらで修行されたのですか？,3,1,0,0,店
ここは気持ちの良い店員さんばかりですね。,3,0,1,0,店
おかみさん。店をお開けになる時間ですよ。,3,0,0,1,店
お店は今日お休みです。あら残念。今日はお休みなんですね。,3,0,0,1,店
明日は臨時に休ませてもらいます。,3,0,0,1,店
いつもご来店いただき、ありがとうございます。,3,0,1,1,店
先輩は毎晩のお得意周りで、注文を取っているんですって。,3,0,0,1,店
ご商売ますますご繁盛で結構ですね。,3,0,0,1,店
すみません。今日はもうお終いなんです。,3,0,0,1,店
もうラストオーダー？今日はいつもより早く閉めるんですね。,3,0,0,1,店
沖縄へ転居します。休暇をもらいに来ました。,3,0,0,1,別れる
お母様を送ったとか、寂しいですね。,3,0,0,1,別れる
お餞別をいただいたんだから、お土産は忘れずにね。,3,0,0,1,別れる
あら、もうお帰りですか？お名残り惜しいわ。,3,0,0,1,別れる
お別れですね。これからは自分らしく生きてみたいと思います。,3,0,1,1,別れる
卒業式のあと、お別れ会には参加しますか？,3,0,1,1,別れる
お別れしても、いいお友達でいましょうね。,3,0,1,1,別れる
カサブランカの空港で、別れたんでしょう？,3,0,0,1,別れる
出発する前に、お別れの挨拶をしたいです。,3,0,0,1,別れる
息子さんを勘当したのですか？,3,0,0,1,別れる
彼とはこの辺で別れた方がいいんじゃないですか？,3,0,0,1,別れる
それではこの辺で、失礼しますね。,3,0,1,1,別れる
離婚して若くなったんじゃありませんか？,3,0,1,1,別れる
課長は旦那さんと、大分前に離別しています。,3,0,0,1,別れる
王女は、目だけで彼に別れを告げました。,3,0,1,1,別れる
お客さん、お持ちの生地でもお仕立てできます。,3,0,1,1,服を仕立てる
仕立てた服を、届けに来ました。,3,0,1,1,服を仕立てる
お客さん、裾丈は良いですか？,3,0,0,1,服を仕立てる
袖口がきつそうですね、直しておきます。,3,0,1,1,服を仕立てる
洋服の直しも受付ています。,3,0,1,1,服を仕立てる
お母様は、裁縫が上手なんですね。,3,0,0,1,服を仕立てる
お客さん、サイズを測ります。,3,0,0,1,服を仕立てる
約束の日までに、確かに私たちが作ります。,3,0,1,1,服を仕立てる
そのシャツ、誂えたようにぴったりですね。,3,0,1,1,服を仕立てる
成人式までに晴れ着を仕立てます。,3,0,1,1,服を仕立てる
振り袖を仕立てるとは豪勢ですね。,3,0,0,1,服を仕立てる
ご隠居は着物の丈を少し詰めたそうです。,3,0,0,1,服を仕立てる
生地に触れてみてください、違いがお分かりでしょう？,3,0,0,1,服を仕立てる
新調のスーツがよく似合いますね。,3,0,0,1,服を仕立てる
フレッシュマンスーツを新調するんですね。,3,0,0,1,服を仕立てる
ここは我慢なさって、お下がりになった方が良いですよ。,3,1,0,0,謙る
ここはお譲りになってはどうでしょう？,3,1,1,0,謙る
それはご謙遜でしょう？あなたの実力は相当なものですよ。,3,1,0,0,謙る
そんなに謙遜しないでください。,3,0,0,1,謙る
ここは譲歩なさった方が、あなたの株が上がりますよ。,3,0,0,1,謙る
私の失敗ですから、処罰は甘んじてお受けします。,3,0,0,1,謙る
ご丁寧な挨拶、ありがとうございます。／わざわざ来ていただき、ありがとうございます。,3,0,0,1,謙る
至らない私たちのためにお集まりいただき、ありがとうございます。,3,0,1,0,謙る
重ねてのお願い、すみません。,3,0,0,1,謙る
私がチームリーダーなんてとんでもないです。,3,0,0,1,謙る
失礼ですが、これだけは言わせてください。,3,0,0,1,謙る
不束者ですが、よろしくお願いします。,3,0,0,1,謙る
不出来な息子ですが、よろしく指導してください。,3,0,1,0,謙る
私には、もったいない光栄です。,3,0,0,1,謙る
老婆心から言いますが、相手もなかなかの腕ですよ。,3,0,0,1,謙る
式の日程が決まりましたら、お知らせください。,3,0,0,1,報告
ともかく、あなたにだけは早くお知らせしようと思いまして…。,3,0,0,1,報告
その通知は、まだいただいていません。,3,0,1,0,報告
結果はこちらから連絡します。,3,0,0,1,報告
教授は生命研究所の設立を、新聞に発表されました。,3,1,0,0,報告
出発の日程が決まりましたら、ご連絡ください。,3,1,0,0,報告
怪しい人物を見かけたら通報してください。,3,0,0,0,報告
すぐ警察に通報されたんですか？,3,1,0,0,報告
病床の校長に、いち早く優勝の報告をしました。,3,0,0,1,報告
調査結果を、報告します。,3,0,0,1,報告
もし芥川賞が決まったら、真っ先に誰に報告しますか？,3,0,0,1,報告
折り返し、連絡をいただけますか？,3,0,1,0,報告
調査結果については、一ヶ月以内に連絡します。,3,0,0,1,報告
来月の役員会の予定を、会長に連絡しましたか？,3,0,0,1,報告
これからお宅に伺っても、いいですか？,3,0,1,0,訪問
お宅をお訪ねするのは三年ぶりでしょうか。,3,1,0,0,訪問
我が家と思って、気楽に来てください。,3,0,0,1,訪問
ぜひまた、来てください。,3,0,0,1,訪問
旅の途中で立ち寄らせてもらいました。,3,0,0,1,訪問
新会長がご挨拶にいらっしゃいました。,3,0,1,1,訪問
突然ですが、伺ってもいいでしょうか？,3,0,1,0,訪問
散らかしてますが、お越しください。,3,1,1,0,訪問
会長、ご機嫌伺いに来ました。,3,0,1,0,訪問
社長は筑波の研究所を、ご訪問になったそうですね。,3,0,1,0,訪問
今夜は遠慮します。酔っていない時に行きます。,3,0,1,0,訪問
夜の十時すぎに訪問なさるなんて、非常識ですよ。,3,1,0,0,訪問
来ていただいて、本当にありがとうございます。,3,0,1,0,訪問
三つ星のシェフが、当店にいらっしゃるという話です。,3,1,0,0,訪問
お世辞抜きで、あなたは俳句がお上手ですね。,3,1,0,0,褒める
それほど褒めていただいて、恐れ入ります。,3,0,1,0,褒める
やっと宗匠から、お褒めの言葉をもらいました。,3,0,0,1,褒める
たいした腕前ですね。お見それしました。,3,0,1,0,褒める
満員の聴衆から、喝采を浴びてましたね。,3,0,0,1,褒める
皆さんが喝采なさってましたね。,3,1,0,0,褒める
多大な賛辞をいただき、恐れ入ります。,3,0,1,0,褒める
きれいな筆跡ですね。／先生のご指導で筆跡があがりましたね。,3,1,0,0,褒める
先生の手にかかると、見違えるようですね。,3,0,0,1,褒める
関取は、同じ世代では断然お光になってますね。,3,1,0,0,褒める
お見事、お見事。あなたは才能をお持ちですね！,3,1,0,0,褒める
親方、遂に先代に肩を並べましたね。,3,0,0,1,褒める
短期間で、連句がここまで上達されるとは、驚きました。,3,1,0,0,褒める
もう三段ですか、ずいぶん早いご上達ですね。,3,1,0,0,褒める
次の例会は出席できません、どうか悪しからず。,3,0,0,1,頼む
なんとも厚かましい願いですが・・・。,3,0,0,1,頼む
悪いけど、銀行までお使いをお願いします。,3,0,1,0,頼む
折り入って、先輩にお願い事がありますが・・・。,3,0,0,1,頼む
あなた、お願いだから晩御飯のお買い物忘れないでね。,3,0,0,1,頼む
重ねてのお願いで悪いけど、何ぶん、よろしく。,3,0,0,1,頼む
後生だから、生牡蠣だけは勘弁してください。,3,0,0,1,頼む
すみませんが、弁当を買ってきてもらえませんか。,3,0,0,1,頼む
何とぞ、よろしくお願いします。,3,0,0,1,頼む
例の件、何ぶんよろしくお願いします。,3,0,0,1,頼む
確かに決まりは決まりですが、そこを何とかお願いします。,3,0,0,1,頼む
そこのところ、まげてお願いします。,3,0,0,1,頼む
この席、いいですか？煙草を吸ってもいいですか？,3,0,0,1,頼む
息子の件、どうかよろしく頼みます。,3,0,0,1,頼む
悪いけど、込み入った話なので席をはずしてくれませんか？,3,0,0,1,頼む
息子さんに、ちゃんと意見したららどうですか？,3,0,0,1,忠告
今日は、あなたに意見するつもりできました。,3,0,0,1,忠告
宗匠は、いつもルール違反を優しく戒めます。,3,0,0,1,忠告
部長の深酒は、私が諫めましょう。,3,0,0,1,忠告
娘さんの夜遊び、そろそろ諫めた方が・・・。,3,0,0,1,忠告
あの人は、ありったけの優しさで諭しました。,3,0,0,1,忠告
また同じ談義を聞かされるのは、真っ平ごめんですよ。,3,0,0,1,忠告
若い人にいくら説いても、聞いてないでしょ？,3,0,0,1,忠告
ちょっと耳に痛いことを言いますが・・・。,3,0,0,1,忠告
先輩、温かいご教調として受け取ります。,3,0,0,1,忠告
あなたの説得でも、だめでしたか。,3,0,0,1,忠告
あなたが説得しても、やはりだめでしたか。,3,0,0,1,忠告
心にしみるご忠告、ありがとうございます。,3,0,0,1,忠告
忠告しておきます。人の言葉を聞かないのは悪い癖ですよ。,3,0,0,1,忠告
いまさら忠告しても、無駄ですよ。,3,0,0,1,忠告
放送業界にも、顔が利くんですか？,3,0,0,1,付き合う
顔が広いんですから、誰かいい人を紹介してください。,3,0,0,1,付き合う
ひょんなことから、こうしてお近づきになれたのですから。,3,1,0,0,付き合う
お付き合いは、もう長いんですか？,3,0,0,1,付き合う
友人の紹介で会ってから、親しくお付き合いしています。,3,1,0,0,付き合う
式の後、三次会まで付き合ったんですって？,3,0,0,1,付き合う
人の出入りが多いお宅でしたからね。,3,1,0,0,付き合う
交友関係が広いと、お付き合いも大変でしょうね。,3,1,0,0,付き合う
プロ野球選手と、交流があるそうですね。,3,0,0,1,付き合う
先生は若い人たちと交流してご満悦でした。,3,1,0,0,付き合う
思えば不思議なご縁ですね。ご縁がなかったものと諦めます。,3,1,0,0,付き合う
あなたの交友の広さには驚きます。,3,0,0,1,付き合う
いつも、異業種の人たちと交わるんですか？,3,0,0,1,付き合う
あの人と面識がありますか？,3,0,0,1,付き合う
シドニーと友好関係を結んだんだって？,3,0,0,1,付き合う
事の重大さを告げるのが、私の仕事なんです。,3,0,0,1,伝える
先生、本人には告げられましたか？,3,0,0,1,伝える
句会の日時の変更、確かに伝えました。,3,0,0,1,伝える
奥さんにも、よろしく伝えてください。,3,0,0,1,伝える
研修の日程をメールで知らせましょう。,3,0,0,1,伝える
新システムについての詳細な解説を、ありがとうございました。,3,0,0,1,伝える
技術者の人が、詳しく解説する姿に好感を持った。,3,0,0,0,伝える
説明がよくわからないですが・・・。,3,0,0,1,伝える
私から、その理由を説明します。,3,0,0,1,伝える
もうこれ以上説明する必要はないと思いますけど。,3,0,0,1,伝える
がんの宣告ですが、うすうす感じていました。。,3,0,0,1,伝える
来シーズンは、戦力外だと宣告したんですか？,3,0,0,1,伝える
お客様への伝言を預かっています。,3,0,0,1,伝える
こちらの希望は、上司に必ず伝言します。,3,0,0,1,伝える
社長は、くれぐれも失礼のないようにと伝言しました。,3,0,0,1,伝える
朝早くからすいませんが、ご主人はお目覚めでしょうか？,3,0,0,1,電話
先生は在宅ですか？,3,0,0,1,電話
もしいらしたら、電話口まで来てもらえますか？,3,0,0,1,電話
呼び立ててすいません。,3,0,0,1,電話
電話口まで煩わせてすいません。今大丈夫ですか？,3,0,0,1,電話
いま、話して大丈夫ですか？,3,0,0,1,電話
改めて、こちらか電話します。,3,0,0,1,電話
お願い事なので、こちらからかけ直します。,3,0,0,1,電話
戻られたら、電話をもらいたいのですが。,3,0,0,1,電話
電話をお待ちしていますと、言伝をお願いします。,3,1,0,0,電話
私から電話があったことを、お伝えください。,3,1,0,0,電話
それでは、電話をお待ちしています。,3,1,0,0,電話
お手を煩わせて、すいません。,3,0,0,0,電話
どうも、手を止めてすいません。,3,0,0,0,電話
ちょっと待ってください。すぐに担当の者につなぎます。,3,0,0,1,電話
もう一度、お調べのほど、お願いします。,3,1,0,0,調べる
近く、検事さんの取り調べがあるはずです。,3,0,0,0,調べる
すでに、局長のご検分をいただいています。,3,0,1,0,調べる
参考までに、このデータを提供します。,3,0,0,1,調べる
それなら、索引をご参照ください。,3,0,0,1,調べる
不明な点は、添付資料を参照してください。,3,0,0,1,調べる
本部の方へ、ご照会をお願いします。,3,1,0,0,調べる
その製品について問い合わせるなら、この番号へどうぞ。,3,0,0,1,調べる
レース結果を、お手元の券と照合してください。,3,1,0,0,調べる
八雲先生は、民間伝承の調査に向かわれました。,3,1,0,0,調べる
旦那様の行動を調査したいということですね？,3,0,0,1,調べる
お宅のガス器具を、ご点検ください。,3,1,0,0,調べる
点検する時は、必ず元栓を締めてくださいね。,3,0,0,1,調べる
そんな不確かな情報を当てにするのは、良くないです。,3,0,0,1,信じる
マスコミ報道を、鵜呑みにしない方がいいですよ。,3,0,0,1,信じる
信じる、信じないはあなたの自由です。,3,0,0,1,信じる
当選を確信するのが、少し早すぎましたね。,3,0,0,1,信じる
何か、ご信仰をもってますか？,3,1,0,0,信じる
何を信仰するのも、この国では自由です。,3,0,0,1,信じる
ご実家とは別の宗教に入信するとは、驚きました。,3,0,0,1,信じる
誠心誠意が、あの方の信条と聞きました。,3,0,0,1,信じる
ご信用をいただいたからには、全力を尽します。,3,1,0,0,信じる
うっかりあの方を信用すると、大変なことになりますよ。,3,0,0,1,信じる
あなたが信任すると聞けば、彼は大喜びするでしょう。,3,0,0,1,信じる
信頼に応えるため、精一杯勉強します。,3,0,0,1,信じる
もちろん、御社を信頼しています。,3,0,0,1,信じる
もう少し、社員を信頼したらどうですか？,3,0,0,1,信じる
ベテランでも、初舞台は不安を感じるみたいですね。,3,0,0,1,心配
そんなに気にしないでください。,3,0,0,1,心配
家が倒壊？心細いことでしょうね。,3,0,0,1,心配
示談の成立まで、お辛かったでしょうね。,3,1,0,0,心配
息子さんの将来を、心配する気持ちはよく分かります。,3,0,0,1,心配
ご家族が心配していますよ、帰ってあげてください。,3,0,0,1,心配
それはよくあることなので、心配しなくて大丈夫ですよ。,3,0,0,1,心配
この件については、心配する必要はありません。,3,0,0,1,心配
親心とはいえ、そこまで心配なさることではないのではないですか？,3,1,0,0,心配
棟梁は、とても心配しているようでしたよ。,3,0,0,1,心配
私は一人でやっていく自信があります。どうぞご心配なく。,3,0,0,1,心配
息子さんは一人でやっていけますよ。心配なさらないで。,3,1,0,0,心配
僧正は本堂の改修工事のことで、悩んでいます。,3,0,0,1,心配
総裁は、内閣支持率の低さを心配しています。,3,0,0,1,心配
気にかけないでください。ご心配おかけしました。,3,0,0,1,心配
阿修羅像がお気に入りなんですね。,3,0,0,1,好き
新作のバッグ、お気に召しましたか？,3,1,0,0,好き
彼女が声をかけた時、やはり心が動いたのですね？,3,0,0,1,好き
お客様、お好みでよろしいですね？,3,1,0,0,好き
和食が好みと聞きましたが。,3,0,0,1,好き
室内楽がお好きなんですか？/お好きな物をお持ちしましょう。,3,1,0,0,好き
お目当てのお相撲さんが、やっと勝ちましたね。,3,0,0,1,好き
この家、気に入りましたか？/気に入られると嬉しいのですが。,3,0,0,1,好き
お鮨が好物と聞いたので、お持ちしました。,3,0,0,1,好き
あの店の娘が気になっているそうですね。,3,0,0,1,好き
円空仏を崇拝しているそうですね。,3,0,0,1,好き
丹精なさったバラの鉢を盗まれれば、誰だって怒りますよ。,3,1,0,0,好き
その提案はちょっとどうでしょうか。,3,0,0,1,反論
嘘ですよね、よくもそんなこと堂々と。,3,0,0,1,反論
それは少し、考え違いではないですか？,3,0,0,1,反論
悪いけど、それでは皆さん納得しません。,3,0,0,1,反論
お言葉を返すようですが、それでよいのですか？,3,1,0,0,反論
口幅ったいことを言うようですが…。,3,0,0,1,反論
差し出がましいようですが、それはやめた方が…。,3,0,0,1,反論
僭越ですが、一言いいですか？,3,0,0,1,反論
まあ、そう言わずに。ここはひとつ、お互い歩み寄りましょう。,3,0,0,1,反論
そうはいきません。あなたの思惑通には。,3,0,0,1,反論
その考えには、全く納得できません。,3,0,0,1,反論
おこがましいですが、長いものには巻かれましょう。,3,0,0,1,反論
私は反対です、絶対に！/そのご意見には、私は反対です。,3,0,0,1,反論
間違いだと思ったら、反論するべきです。,3,0,0,1,反論
それは本当ですか？信じられません！,3,0,0,1,反論
もし時間がありましたら、立ち寄ってください。,3,0,0,1,ひま
貴重なお時間をいただき、恐縮です。,3,1,0,0,ひま
お子さんの学芸会のようで、退屈ではなかったですか？,3,0,0,1,ひま
現役を退かれて、お父さんは退屈でしょうね。,3,0,0,1,ひま
この映画は退屈しません。私が保証します。,3,0,0,1,ひま
退屈にしのぎに、散歩でもどうでしょうか？,3,0,0,1,ひま
慣れない芸とはいえ、御退屈様でした。,3,0,0,1,ひま
それでは、機会がありましたら、お持ちください。,3,0,0,1,ひま
お手数をおかけします。どうぞ、よろしくお願いします。,3,1,0,0,ひま
こちらの書類、お手すきの際に、一読してください。,3,1,0,0,ひま
一刻の猶予もないです。すぐのご決断をお願いします。,3,1,0,0,ひま
ご夫婦の間に、隠し事の一つや二つありましても当たり前です。,3,0,0,1,秘密
いくら隠しても無駄です。尻尾が出ていますよ。,3,0,0,1,秘密
あの方は、このレストランに時々お忍びで来店します。,3,0,0,1,秘密
お二人は人目を忍ばれる仲だそうです。,3,0,0,1,秘密
胸の奥深くに、何か秘めている方ですね。,3,0,0,1,秘密
私に秘密にするなんて、水くさいです。,3,0,0,1,秘密
大事にしまっている雪舟を、一度見せてください。,3,0,0,1,秘密
先日の件は、口外しません。,3,0,0,1,秘密
この件は関係者様が口外しないようにお伝えください。,3,0,0,1,秘密
秘密なので、口止めしてください。,3,0,0,1,秘密
人払いをお願いします。/人払いをお願いします…。,3,0,0,1,秘密
私がここに来ましたことは、くれぐれも内密に。,3,0,0,1,秘密
彼女に打ち明けるのはどうでしょうか？,3,0,0,1,秘密
とうとう秘密を明かしたのですか？,3,0,0,1,秘密
思い切って、彼女に告白したらどうですか？,3,0,0,1,秘密
比べるのは失礼ですよ。格が違いすぎです。,3,0,0,1,秘密
新製品と従来品と比べてみてください。,3,0,0,1,秘密
こちらのパンは、おかげ様でご好評をいただいています。,3,1,0,0,秘密
この間の過分な高評には恐縮です。,3,0,0,1,秘密
一般公募作品の採点を、お願いします。,3,0,0,1,秘密
山のような答案、採点するのは大変ですね。,3,0,0,1,秘密
このデータを判断材料にしてください。,3,0,0,1,秘密
病気というものは、ご自身で判断するのは危険です。,3,1,0,0,秘密
一読いただいてから、ご意見を聞きたいと思います。,3,1,0,0,秘密
塾長は新しい視点から判定しました。,3,0,0,1,秘密
作品の批評は誰でもご自由にできます。,3,0,0,1,秘密
先生が高く評価したので、彼は舞いあがっていますよ。,3,0,0,1,秘密
社長は皆の前で、部長のアイディアを褒めました。,3,0,0,1,秘密
麻酔から目覚めた時の気分は、どうでしたか？,3,0,0,1,病状
あんなに丈夫な方が倒れるなんて信じられません。,3,0,0,1,病状
あの方、めっきり衰えになられたという噂ですよ。,3,1,0,0,病状
このところ、だいぶ窶れたようで、心配です。,3,0,0,1,病状
難病を患わっていると伺いましたが…。,3,0,1,0,病状
一度も寝込んだことがないという方が患われるとは…。,3,1,0,0,病状
やっと気が付かれましたね、丸一日眠っていましたよ。,3,0,0,1,病状
お父さんがご危篤？すぐに行ってあげなさい。,3,0,0,1,病状
お父さんが重体というお知らせには驚きました。,3,1,0,0,病状
このところ、ご憔悴じゃありませんか？,3,1,0,0,病状
あれほど憔悴するなんて、よくよくのことです。,3,0,0,1,病状
